<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2009.07.01	00:00:00	1.64638	1.64883	1.64138	1.64288	5981	0	20
2009.07.01	04:00:00	1.64286	1.64619	1.63839	1.63918	6324	0	20
2009.07.01	08:00:00	1.63919	1.64727	1.63919	1.64265	14982	0	20
2009.07.01	12:00:00	1.64271	1.65392	1.64201	1.65271	19495	0	20
2009.07.01	16:00:00	1.65265	1.65434	1.64759	1.65093	18887	0	20
2009.07.01	20:00:00	1.65091	1.65097	1.64635	1.64846	5538	0	20
2009.07.02	00:00:00	1.64840	1.64989	1.64615	1.64874	6500	0	20
2009.07.02	04:00:00	1.64875	1.64938	1.64317	1.64330	8380	0	20
2009.07.02	08:00:00	1.64303	1.64567	1.63278	1.63764	24101	0	20
2009.07.02	12:00:00	1.63763	1.64320	1.63330	1.63490	16455	0	20
2009.07.02	16:00:00	1.63500	1.64150	1.63240	1.64020	2559	0	20
2009.07.02	20:00:00	1.64010	1.64220	1.63280	1.63380	2098	0	20
2009.07.03	00:00:00	1.63400	1.63870	1.63260	1.63860	1433	0	20
2009.07.03	04:00:00	1.63850	1.63990	1.63660	1.63930	1455	0	20
2009.07.03	08:00:00	1.63920	1.64290	1.63370	1.63440	4224	0	20
2009.07.03	12:00:00	1.63430	1.63630	1.63030	1.63300	3161	0	20
2009.07.03	16:00:00	1.63290	1.63540	1.63110	1.63310	2798	0	20
2009.07.03	20:00:00	1.63320	1.63380	1.63200	1.63320	397	0	20
2009.07.06	00:00:00	1.62830	1.63130	1.62810	1.62870	1749	0	20
2009.07.06	04:00:00	1.62860	1.63280	1.62590	1.62870	2019	0	20
2009.07.06	08:00:00	1.62880	1.62950	1.61000	1.61120	6926	0	20
2009.07.06	12:00:00	1.61130	1.62120	1.60950	1.62090	4886	0	20
2009.07.06	16:00:00	1.62080	1.62710	1.61640	1.62480	4548	0	20
2009.07.06	20:00:00	1.62470	1.62930	1.62370	1.62720	1625	0	20
2009.07.07	00:00:00	1.62710	1.62950	1.62390	1.62450	1376	0	20
2009.07.07	04:00:00	1.62440	1.62870	1.62160	1.62220	1914	0	20
2009.07.07	08:00:00	1.62230	1.62430	1.61530	1.62070	6444	0	20
2009.07.07	12:00:00	1.62060	1.62610	1.61640	1.61690	6154	0	20
2009.07.07	16:00:00	1.61700	1.61980	1.61180	1.61590	4705	0	20
2009.07.07	20:00:00	1.61600	1.61620	1.61180	1.61270	1837	0	20
2009.07.08	00:00:00	1.61260	1.61300	1.60630	1.60890	2350	0	20
2009.07.08	04:00:00	1.60880	1.61130	1.60680	1.60840	2387	0	20
2009.07.08	08:00:00	1.60850	1.61380	1.60480	1.60990	5844	0	20
2009.07.08	12:00:00	1.60980	1.61200	1.60540	1.60990	4637	0	20
2009.07.08	16:00:00	1.61000	1.61300	1.59850	1.60170	6634	0	20
2009.07.08	20:00:00	1.60180	1.60740	1.59970	1.60530	2543	0	20
2009.07.09	00:00:00	1.60540	1.61080	1.60280	1.61030	1772	0	20
2009.07.09	04:00:00	1.61020	1.61140	1.60740	1.61120	1889	0	20
2009.07.09	08:00:00	1.61100	1.62130	1.60810	1.61970	6102	0	20
2009.07.09	12:00:00	1.61980	1.62690	1.61670	1.62130	6591	0	20
2009.07.09	16:00:00	1.62140	1.63800	1.62010	1.63460	6764	0	20
2009.07.09	20:00:00	1.63470	1.63710	1.63330	1.63390	1748	0	20
2009.07.10	00:00:00	1.63380	1.63410	1.62870	1.62890	1641	0	20
2009.07.10	04:00:00	1.62880	1.63300	1.62700	1.62780	1986	0	20
2009.07.10	08:00:00	1.62790	1.63110	1.62290	1.62300	5946	0	20
2009.07.10	12:00:00	1.62290	1.62360	1.61570	1.61810	6537	0	20
2009.07.10	16:00:00	1.61820	1.62150	1.61550	1.62000	4797	0	20
2009.07.10	20:00:00	1.61990	1.62270	1.61690	1.62110	1642	0	20
2009.07.13	00:00:00	1.61830	1.62170	1.61780	1.61870	1268	0	20
2009.07.13	04:00:00	1.61860	1.61880	1.61000	1.61040	2157	0	20
2009.07.13	08:00:00	1.61030	1.61220	1.60340	1.60490	6435	0	20
2009.07.13	12:00:00	1.60500	1.61440	1.60420	1.61000	5546	0	20
2009.07.13	16:00:00	1.60990	1.62270	1.60820	1.62060	5380	0	20
2009.07.13	20:00:00	1.62050	1.62420	1.62000	1.62420	1915	0	20
2009.07.14	00:00:00	1.62430	1.62930	1.62370	1.62510	1895	0	20
2009.07.14	04:00:00	1.62520	1.62590	1.62280	1.62560	1906	0	20
2009.07.14	08:00:00	1.62570	1.63250	1.62360	1.63170	7443	0	20
2009.07.14	12:00:00	1.63160	1.63440	1.62760	1.62910	7284	0	20
2009.07.14	16:00:00	1.62890	1.63200	1.62570	1.62600	6636	0	20
2009.07.14	20:00:00	1.62620	1.63370	1.62400	1.63250	2740	0	20
2009.07.15	00:00:00	1.63230	1.63380	1.63130	1.63320	1719	0	20
2009.07.15	04:00:00	1.63330	1.63570	1.63020	1.63570	1724	0	20
2009.07.15	08:00:00	1.63560	1.64080	1.63460	1.63470	4359	0	20
2009.07.15	12:00:00	1.63630	1.64670	1.63560	1.64530	5399	0	20
2009.07.15	16:00:00	1.64520	1.64600	1.64090	1.64190	4946	0	20
2009.07.15	20:00:00	1.64170	1.64400	1.64100	1.64220	2089	0	20
2009.07.16	00:00:00	1.64230	1.64380	1.63910	1.64140	1397	0	20
2009.07.16	04:00:00	1.64130	1.64210	1.63730	1.63770	1850	0	20
2009.07.16	08:00:00	1.63760	1.64160	1.63560	1.63910	5842	0	20
2009.07.16	12:00:00	1.63900	1.64810	1.63740	1.64330	5929	0	20
2009.07.16	16:00:00	1.64140	1.64550	1.63980	1.64510	3951	0	20
2009.07.16	20:00:00	1.64520	1.64590	1.64240	1.64410	1783	0	20
2009.07.17	00:00:00	1.64400	1.64410	1.63620	1.63770	1368	0	20
2009.07.17	04:00:00	1.63760	1.64140	1.63670	1.63790	1983	0	20
2009.07.17	08:00:00	1.63800	1.63920	1.62840	1.63120	5664	0	20
2009.07.17	12:00:00	1.63110	1.63580	1.62660	1.63430	5337	0	20
2009.07.17	16:00:00	1.63420	1.63530	1.63040	1.63430	3778	0	20
2009.07.17	20:00:00	1.63420	1.63890	1.63270	1.63350	1644	0	20
2009.07.20	00:00:00	1.63620	1.63990	1.63590	1.63860	1038	0	20
2009.07.20	04:00:00	1.63850	1.64130	1.63780	1.63970	2568	0	20
2009.07.20	08:00:00	1.63960	1.65170	1.63960	1.65030	6786	0	20
2009.07.20	12:00:00	1.65040	1.65510	1.64860	1.64900	5079	0	20
2009.07.20	16:00:00	1.64890	1.65370	1.64570	1.65220	4433	0	20
2009.07.20	20:00:00	1.65230	1.65570	1.65200	1.65470	1610	0	20
2009.07.21	00:00:00	1.65460	1.65520	1.64950	1.65040	1294	0	20
2009.07.21	04:00:00	1.65050	1.65270	1.64970	1.65100	1226	0	20
2009.07.21	08:00:00	1.65090	1.65100	1.64000	1.64290	6282	0	20
2009.07.21	12:00:00	1.64280	1.64950	1.63840	1.64610	5421	0	20
2009.07.21	16:00:00	1.64620	1.64790	1.63860	1.64140	4671	0	20
2009.07.21	20:00:00	1.64150	1.64670	1.64150	1.64500	1870	0	20
2009.07.22	00:00:00	1.64510	1.64520	1.63920	1.64090	1253	0	20
2009.07.22	04:00:00	1.64080	1.64180	1.63590	1.63690	1627	0	20
2009.07.22	08:00:00	1.63680	1.63900	1.63110	1.63570	5327	0	20
2009.07.22	12:00:00	1.63560	1.64480	1.63540	1.63870	4968	0	20
2009.07.22	16:00:00	1.63890	1.65050	1.63870	1.64730	5276	0	20
2009.07.22	20:00:00	1.64740	1.64920	1.64490	1.64610	2088	0	20
2009.07.23	00:00:00	1.64600	1.64750	1.64340	1.64490	1390	0	20
2009.07.23	04:00:00	1.64500	1.65010	1.64400	1.64790	2552	0	20
2009.07.23	08:00:00	1.64800	1.65450	1.64800	1.65210	5228	0	20
2009.07.23	12:00:00	1.65200	1.65280	1.64550	1.64980	4125	0	20
2009.07.23	16:00:00	1.64990	1.65840	1.64850	1.65060	4463	0	20
2009.07.23	20:00:00	1.65050	1.65320	1.64670	1.64870	2787	0	20
2009.07.24	00:00:00	1.64860	1.65210	1.64730	1.64920	1446	0	20
2009.07.24	04:00:00	1.64930	1.65280	1.64790	1.65250	1762	0	20
2009.07.24	08:00:00	1.65260	1.65430	1.64330	1.64400	5000	0	20
2009.07.24	12:00:00	1.64390	1.64830	1.63910	1.64320	4409	0	20
2009.07.24	16:00:00	1.64310	1.64550	1.64070	1.64510	3124	0	20
2009.07.24	20:00:00	1.64520	1.64540	1.64210	1.64240	974	0	20
2009.07.27	00:00:00	1.64480	1.64480	1.63820	1.64370	1242	0	20
2009.07.27	04:00:00	1.64360	1.64860	1.64230	1.64800	1137	0	20
2009.07.27	08:00:00	1.64790	1.65240	1.64370	1.64720	4404	0	20
2009.07.27	12:00:00	1.64730	1.65140	1.64420	1.64900	4149	0	20
2009.07.27	16:00:00	1.64890	1.65120	1.64580	1.64960	2887	0	20
2009.07.27	20:00:00	1.64950	1.65010	1.64840	1.64910	1061	0	20
2009.07.28	00:00:00	1.64900	1.64960	1.64600	1.64680	975	0	20
2009.07.28	04:00:00	1.64690	1.65260	1.64560	1.65240	1325	0	20
2009.07.28	08:00:00	1.65250	1.65560	1.65060	1.65220	3424	0	20
2009.07.28	12:00:00	1.65210	1.65270	1.64420	1.64670	3458	0	20
2009.07.28	16:00:00	1.64660	1.64730	1.63910	1.64180	3890	0	20
2009.07.28	20:00:00	1.64190	1.64440	1.64080	1.64260	1497	0	20
2009.07.29	00:00:00	1.64270	1.64690	1.63920	1.64450	1647	0	20
2009.07.29	04:00:00	1.64440	1.64670	1.64000	1.64130	2043	0	20
2009.07.29	08:00:00	1.64120	1.64130	1.63470	1.63720	4584	0	20
2009.07.29	12:00:00	1.63730	1.64670	1.63550	1.64360	4834	0	20
2009.07.29	16:00:00	1.64350	1.64590	1.63530	1.63730	4256	0	20
2009.07.29	20:00:00	1.63720	1.63870	1.63560	1.63680	1679	0	20
2009.07.30	00:00:00	1.63690	1.64040	1.63400	1.63960	1661	0	20
2009.07.30	04:00:00	1.63950	1.64340	1.63670	1.64270	2154	0	20
2009.07.30	08:00:00	1.64280	1.65230	1.64220	1.64980	4697	0	20
2009.07.30	12:00:00	1.64970	1.65260	1.64590	1.64920	3893	0	20
2009.07.30	16:00:00	1.64910	1.65230	1.64770	1.64980	3295	0	20
2009.07.30	20:00:00	1.64990	1.65080	1.64770	1.64930	1398	0	20
2009.07.31	00:00:00	1.64970	1.65250	1.64870	1.65150	1190	0	20
2009.07.31	04:00:00	1.65160	1.65490	1.65130	1.65390	1208	0	20
2009.07.31	08:00:00	1.65400	1.65740	1.65260	1.65570	3289	0	20
2009.07.31	12:00:00	1.65580	1.65730	1.64740	1.65110	3818	0	20
2009.07.31	16:00:00	1.65120	1.67320	1.65000	1.67000	4409	0	20
2009.07.31	20:00:00	1.66990	1.67160	1.66850	1.67120	1294	0	20
2009.08.03	08:00:00	1.68610	1.68670	1.68220	1.68290	480	0	20
2009.08.03	12:00:00	1.68300	1.68670	1.68180	1.68410	3502	0	20
2009.08.03	16:00:00	1.68420	1.69860	1.68370	1.69490	3991	0	20
2009.08.03	20:00:00	1.69500	1.69610	1.69120	1.69380	1499	0	20
2009.08.04	00:00:00	1.69390	1.70020	1.69230	1.69660	1426	0	20
2009.08.04	04:00:00	1.69650	1.69780	1.69260	1.69370	2039	0	20
2009.08.04	08:00:00	1.69360	1.70040	1.69110	1.69420	4008	0	20
2009.08.04	12:00:00	1.69430	1.69680	1.69150	1.69440	4271	0	20
2009.08.04	16:00:00	1.69450	1.69670	1.68890	1.69120	3393	0	20
2009.08.04	20:00:00	1.69130	1.69520	1.69030	1.69340	1507	0	20
2009.08.05	00:00:00	1.69350	1.69580	1.69270	1.69400	1151	0	20
2009.08.05	04:00:00	1.69390	1.69560	1.69100	1.69100	1554	0	20
2009.08.05	08:00:00	1.69110	1.70070	1.69020	1.69670	4068	0	20
2009.08.05	12:00:00	1.69660	1.70430	1.69610	1.69830	4892	0	20
2009.08.05	16:00:00	1.69820	1.70350	1.69320	1.70280	4476	0	20
2009.08.05	20:00:00	1.70290	1.70370	1.69820	1.69930	1930	0	20
2009.08.06	00:00:00	1.69940	1.70310	1.69830	1.70050	1434	0	20
2009.08.06	04:00:00	1.70060	1.70120	1.69580	1.69930	1674	0	20
2009.08.06	08:00:00	1.69920	1.70140	1.69680	1.69910	2792	0	20
2009.08.06	12:00:00	1.69920	1.69990	1.68150	1.68300	5903	0	20
2009.08.06	16:00:00	1.68290	1.68330	1.67560	1.67620	4300	0	20
2009.08.06	20:00:00	1.67610	1.67910	1.67520	1.67770	1684	0	20
2009.08.07	00:00:00	1.67760	1.68110	1.67580	1.67610	1242	0	20
2009.08.07	04:00:00	1.67620	1.67940	1.67470	1.67800	1356	0	20
2009.08.07	08:00:00	1.67790	1.67810	1.67180	1.67420	2831	0	20
2009.08.07	12:00:00	1.67270	1.68350	1.66790	1.67340	5531	0	20
2009.08.07	16:00:00	1.67330	1.67430	1.66520	1.66820	4070	0	20
2009.08.07	20:00:00	1.66810	1.66950	1.66580	1.66830	1518	0	20
2009.08.10	00:00:00	1.66820	1.67060	1.66720	1.67030	1153	0	20
2009.08.10	04:00:00	1.67040	1.67180	1.66840	1.66870	1579	0	20
2009.08.10	08:00:00	1.66860	1.66920	1.66110	1.66340	3979	0	20
2009.08.10	12:00:00	1.66330	1.66530	1.65550	1.65720	4222	0	20
2009.08.10	16:00:00	1.65710	1.65850	1.64310	1.64380	4342	0	20
2009.08.10	20:00:00	1.64370	1.64890	1.64330	1.64860	1544	0	20
2009.08.11	00:00:00	1.64820	1.65220	1.64660	1.64990	1004	0	20
2009.08.11	04:00:00	1.65000	1.65010	1.64480	1.64840	1558	0	20
2009.08.11	08:00:00	1.64830	1.65020	1.64340	1.64410	3516	0	20
2009.08.11	12:00:00	1.64420	1.65160	1.64320	1.64850	4193	0	20
2009.08.11	16:00:00	1.64840	1.65110	1.64670	1.64740	3267	0	20
2009.08.11	20:00:00	1.64750	1.64920	1.64710	1.64780	1204	0	20
2009.08.12	00:00:00	1.64790	1.65070	1.64780	1.64900	968	0	20
2009.08.12	04:00:00	1.64910	1.65010	1.64740	1.64820	1474	0	20
2009.08.12	08:00:00	1.64810	1.64860	1.63920	1.64420	4108	0	20
2009.08.12	12:00:00	1.64410	1.65060	1.64280	1.64990	3945	0	20
2009.08.12	16:00:00	1.65000	1.65600	1.65000	1.65310	3840	0	20
2009.08.12	20:00:00	1.65300	1.65550	1.64270	1.64930	3200	0	20
2009.08.13	00:00:00	1.64950	1.65100	1.64850	1.64900	1329	0	20
2009.08.13	04:00:00	1.64890	1.65370	1.64880	1.65330	1445	0	20
2009.08.13	08:00:00	1.65340	1.65980	1.65320	1.65920	3623	0	20
2009.08.13	12:00:00	1.65930	1.66640	1.65610	1.65730	5235	0	20
2009.08.13	16:00:00	1.65720	1.66180	1.65600	1.65780	3639	0	20
2009.08.13	20:00:00	1.65790	1.65880	1.65540	1.65700	1693	0	20
2009.08.14	00:00:00	1.65690	1.66070	1.65610	1.66030	1505	0	20
2009.08.14	04:00:00	1.66020	1.66030	1.65420	1.65860	1531	0	20
2009.08.14	08:00:00	1.65850	1.65850	1.64870	1.65450	3728	0	20
2009.08.14	12:00:00	1.65460	1.66080	1.65310	1.65720	3471	0	20
2009.08.14	16:00:00	1.65710	1.65710	1.64880	1.65000	3285	0	20
2009.08.14	20:00:00	1.64990	1.65460	1.64850	1.65430	1168	0	20
2009.08.17	00:00:00	1.65050	1.65190	1.64400	1.64600	1624	0	20
2009.08.17	04:00:00	1.64590	1.64660	1.64070	1.64240	1488	0	20
2009.08.17	08:00:00	1.64230	1.64230	1.63170	1.63260	4088	0	20
2009.08.17	12:00:00	1.63270	1.63330	1.62760	1.63010	4091	0	20
2009.08.17	16:00:00	1.63000	1.63390	1.62810	1.63380	3548	0	20
2009.08.17	20:00:00	1.63370	1.63520	1.63310	1.63340	1426	0	20
2009.08.18	00:00:00	1.63330	1.63880	1.63260	1.63790	1616	0	20
2009.08.18	04:00:00	1.63800	1.63930	1.63290	1.63660	1882	0	20
2009.08.18	08:00:00	1.63670	1.64680	1.63670	1.64300	3667	0	20
2009.08.18	12:00:00	1.64310	1.65380	1.64080	1.65380	2757	0	20
2009.08.18	16:00:00	1.65370	1.65870	1.65290	1.65820	1603	0	20
2009.08.18	20:00:00	1.65810	1.65840	1.65480	1.65590	1158	0	20
2009.08.19	00:00:00	1.65580	1.65930	1.65110	1.65230	2050	0	20
2009.08.19	04:00:00	1.65240	1.65610	1.64890	1.65050	1859	0	20
2009.08.19	08:00:00	1.65060	1.65130	1.63760	1.63920	5212	0	20
2009.08.19	12:00:00	1.63910	1.64440	1.63770	1.64330	3375	0	20
2009.08.19	16:00:00	1.64340	1.65690	1.64270	1.65580	3539	0	20
2009.08.19	20:00:00	1.65570	1.65590	1.65270	1.65380	1309	0	20
2009.08.20	00:00:00	1.65370	1.65650	1.65030	1.65350	1488	0	20
2009.08.20	04:00:00	1.65360	1.65490	1.65080	1.65460	1695	0	20
2009.08.20	08:00:00	1.65470	1.66060	1.65060	1.65220	3437	0	20
2009.08.20	12:00:00	1.65210	1.65290	1.64510	1.65040	3289	0	20
2009.08.20	16:00:00	1.65050	1.65200	1.64740	1.65040	2712	0	20
2009.08.20	20:00:00	1.65030	1.65240	1.64940	1.65020	1406	0	20
2009.08.21	00:00:00	1.65030	1.65180	1.64680	1.64690	1163	0	20
2009.08.21	04:00:00	1.64700	1.64960	1.64200	1.64490	1952	0	20
2009.08.21	08:00:00	1.64480	1.65230	1.64350	1.65220	3218	0	20
2009.08.21	12:00:00	1.65230	1.65940	1.65200	1.65660	3389	0	20
2009.08.21	16:00:00	1.65670	1.66240	1.64670	1.64840	3525	0	20
2009.08.21	20:00:00	1.64850	1.65120	1.64730	1.65070	1252	0	20
2009.08.24	00:00:00	1.65040	1.65450	1.65020	1.65310	1166	0	20
2009.08.24	04:00:00	1.65320	1.65330	1.64810	1.64870	1324	0	20
2009.08.24	08:00:00	1.64880	1.65160	1.64400	1.65140	3051	0	20
2009.08.24	12:00:00	1.65130	1.65220	1.64800	1.64850	2351	0	20
2009.08.24	16:00:00	1.64860	1.64880	1.63930	1.64020	2275	0	20
2009.08.24	20:00:00	1.63970	1.64280	1.63950	1.64140	566	0	20
2009.08.25	00:00:00	1.64130	1.64220	1.63910	1.63970	1963	0	20
2009.08.25	04:00:00	1.63980	1.64270	1.63800	1.63830	1834	0	20
2009.08.25	08:00:00	1.63840	1.64080	1.63410	1.63860	3058	0	20
2009.08.25	12:00:00	1.63870	1.64440	1.63590	1.64250	2929	0	20
2009.08.25	16:00:00	1.64280	1.64380	1.63310	1.63360	2932	0	20
2009.08.25	20:00:00	1.63350	1.63630	1.63320	1.63440	1150	0	20
2009.08.26	00:00:00	1.63450	1.63510	1.63060	1.63190	1554	0	20
2009.08.26	04:00:00	1.63180	1.63510	1.63130	1.63490	1583	0	20
2009.08.26	08:00:00	1.63480	1.63540	1.62930	1.63070	3266	0	20
2009.08.26	12:00:00	1.63080	1.63110	1.61600	1.61770	3550	0	20
2009.08.26	16:00:00	1.61780	1.62420	1.61780	1.62290	3203	0	20
2009.08.26	20:00:00	1.62300	1.62500	1.62250	1.62320	1516	0	20
2009.08.27	00:00:00	1.62310	1.62450	1.62120	1.62270	1718	0	20
2009.08.27	04:00:00	1.62280	1.62430	1.62100	1.62380	1960	0	20
2009.08.27	08:00:00	1.62410	1.62480	1.61770	1.61860	3432	0	20
2009.08.27	12:00:00	1.61870	1.62220	1.61570	1.61660	2961	0	20
2009.08.27	16:00:00	1.61650	1.62340	1.61540	1.62090	2720	0	20
2009.08.27	20:00:00	1.62100	1.63030	1.62100	1.62700	2113	0	20
2009.08.28	00:00:00	1.62710	1.63010	1.62630	1.62820	1435	0	20
2009.08.28	04:00:00	1.62830	1.62960	1.62620	1.62860	1407	0	20
2009.08.28	08:00:00	1.62870	1.63360	1.62720	1.63140	3094	0	20
2009.08.28	12:00:00	1.63150	1.63770	1.63030	1.63190	3069	0	20
2009.08.28	16:00:00	1.63200	1.63450	1.62680	1.62890	2863	0	20
2009.08.28	20:00:00	1.62880	1.62950	1.62580	1.62700	1198	0	20
2009.08.31	00:00:00	1.62670	1.63010	1.62370	1.62540	2027	0	20
2009.08.31	04:00:00	1.62550	1.62580	1.62260	1.62400	1545	0	20
2009.08.31	08:00:00	1.62410	1.62420	1.61840	1.62030	2022	0	20
2009.08.31	12:00:00	1.62020	1.62410	1.61850	1.62320	2187	0	20
2009.08.31	16:00:00	1.62310	1.63300	1.62270	1.62950	2350	0	20
2009.08.31	20:00:00	1.62940	1.62980	1.62580	1.62860	1278	0	20
2009.09.01	00:00:00	1.62840	1.62980	1.62540	1.62740	5229	0	20
2009.09.01	04:00:00	1.62740	1.63120	1.62640	1.63110	6015	0	20
2009.09.01	08:00:00	1.63110	1.63730	1.62170	1.62350	13980	0	20
2009.09.01	12:00:00	1.62360	1.62480	1.61830	1.62320	12094	0	20
2009.09.01	16:00:00	1.62310	1.62650	1.61130	1.61420	15671	0	20
2009.09.01	20:00:00	1.61410	1.61740	1.61410	1.61520	7897	0	20
2009.09.02	00:00:00	1.61530	1.61640	1.61140	1.61510	6930	0	20
2009.09.02	04:00:00	1.61520	1.61770	1.61410	1.61610	6574	0	20
2009.09.02	08:00:00	1.61630	1.61900	1.61140	1.61670	11967	0	20
2009.09.02	12:00:00	1.61670	1.62490	1.61660	1.62300	13931	0	20
2009.09.02	16:00:00	1.62280	1.62980	1.62040	1.62630	13781	0	20
2009.09.02	20:00:00	1.62640	1.62890	1.62520	1.62650	6375	0	20
2009.09.03	00:00:00	1.62650	1.62810	1.62360	1.62500	5596	0	20
2009.09.03	04:00:00	1.62500	1.62850	1.62400	1.62850	5498	0	20
2009.09.03	08:00:00	1.62850	1.63720	1.62850	1.63540	12166	0	20
2009.09.03	12:00:00	1.63530	1.64110	1.63400	1.63550	13590	0	20
2009.09.03	16:00:00	1.63560	1.63730	1.63150	1.63230	11999	0	20
2009.09.03	20:00:00	1.63220	1.63430	1.63040	1.63310	5821	0	20
2009.09.04	00:00:00	1.63310	1.63360	1.63040	1.63150	4239	0	20
2009.09.04	04:00:00	1.63160	1.63510	1.63060	1.63480	5373	0	20
2009.09.04	08:00:00	1.63470	1.63620	1.63200	1.63470	9702	0	20
2009.09.04	12:00:00	1.63470	1.63830	1.62850	1.62990	12578	0	20
2009.09.04	16:00:00	1.62990	1.64090	1.62960	1.63920	11931	0	20
2009.09.04	20:00:00	1.63920	1.64030	1.63880	1.63910	4426	0	20
2009.09.07	00:00:00	1.63930	1.64170	1.63900	1.63980	4647	0	20
2009.09.07	04:00:00	1.63980	1.63990	1.63650	1.63700	4570	0	20
2009.09.07	08:00:00	1.63700	1.64400	1.63700	1.64210	11114	0	20
2009.09.07	12:00:00	1.64210	1.64400	1.63820	1.63890	7868	0	20
2009.09.07	16:00:00	1.63880	1.63900	1.63260	1.63300	6276	0	20
2009.09.07	20:00:00	1.63300	1.63520	1.63290	1.63400	2432	0	20
2009.09.08	00:00:00	1.63410	1.63620	1.63220	1.63330	4518	0	20
2009.09.08	04:00:00	1.63330	1.63740	1.63320	1.63730	4830	0	20
2009.09.08	08:00:00	1.63730	1.65650	1.63470	1.65500	13966	0	20
2009.09.08	12:00:00	1.65500	1.65850	1.65150	1.65360	12640	0	20
2009.09.08	16:00:00	1.65350	1.65680	1.64980	1.65160	12447	0	20
2009.09.08	20:00:00	1.65170	1.65180	1.64810	1.65000	6034	0	20
2009.09.09	00:00:00	1.65000	1.65430	1.64950	1.65310	5336	0	20
2009.09.09	04:00:00	1.65300	1.65420	1.65020	1.65420	5511	0	20
2009.09.09	08:00:00	1.65420	1.65620	1.64540	1.65020	12721	0	20
2009.09.09	12:00:00	1.65020	1.65600	1.64820	1.65450	6339	0	20
2009.09.09	16:00:00	1.65440	1.65910	1.65420	1.65470	2804	0	20
2009.09.09	20:00:00	1.65460	1.65510	1.65230	1.65460	1627	0	20
2009.09.10	00:00:00	1.65470	1.65500	1.65230	1.65340	957	0	20
2009.09.10	04:00:00	1.65320	1.65610	1.65310	1.65530	1072	0	20
2009.09.10	08:00:00	1.65540	1.65650	1.64880	1.64890	2743	0	20
2009.09.10	12:00:00	1.64880	1.66620	1.64800	1.66230	3905	0	20
2009.09.10	16:00:00	1.66250	1.66760	1.66240	1.66740	2932	0	20
2009.09.10	20:00:00	1.66750	1.66860	1.66470	1.66550	1229	0	20
2009.09.11	00:00:00	1.66560	1.66600	1.66430	1.66530	810	0	20
2009.09.11	04:00:00	1.66540	1.67330	1.66540	1.67320	1535	0	20
2009.09.11	08:00:00	1.67330	1.67410	1.66570	1.67040	3478	0	20
2009.09.11	12:00:00	1.67030	1.67230	1.66850	1.67010	2687	0	20
2009.09.11	16:00:00	1.67000	1.67200	1.66580	1.66810	3436	0	20
2009.09.11	20:00:00	1.66820	1.66890	1.66550	1.66550	1077	0	20
2009.09.14	00:00:00	1.66840	1.66840	1.65960	1.66060	1131	0	20
2009.09.14	04:00:00	1.66070	1.66250	1.65710	1.65780	1065	0	20
2009.09.14	08:00:00	1.65770	1.65960	1.65210	1.65370	3270	0	20
2009.09.14	12:00:00	1.65380	1.66060	1.65270	1.65930	2874	0	20
2009.09.14	16:00:00	1.65920	1.66290	1.65530	1.65580	2979	0	20
2009.09.14	20:00:00	1.65570	1.65870	1.65550	1.65780	1343	0	20
2009.09.15	00:00:00	1.65770	1.66270	1.65720	1.66150	1195	0	20
2009.09.15	04:00:00	1.66140	1.66460	1.66010	1.66420	905	0	20
2009.09.15	08:00:00	1.66410	1.66570	1.64910	1.64980	3457	0	20
2009.09.15	12:00:00	1.64990	1.65090	1.64320	1.64510	3556	0	20
2009.09.15	16:00:00	1.64500	1.65110	1.64030	1.65050	3142	0	20
2009.09.15	20:00:00	1.65060	1.65120	1.64780	1.64860	1171	0	20
2009.09.16	00:00:00	1.64850	1.65120	1.64800	1.64900	1052	0	20
2009.09.16	04:00:00	1.64890	1.64900	1.64320	1.64440	1391	0	20
2009.09.16	08:00:00	1.64450	1.65180	1.64450	1.65040	2931	0	20
2009.09.16	12:00:00	1.65030	1.65280	1.64400	1.64460	3578	0	20
2009.09.16	16:00:00	1.64470	1.65330	1.64340	1.64840	3249	0	20
2009.09.16	20:00:00	1.64830	1.65100	1.64790	1.64820	1177	0	20
2009.09.17	00:00:00	1.64810	1.64900	1.64680	1.64710	791	0	20
2009.09.17	04:00:00	1.64720	1.65280	1.64680	1.65070	1281	0	20
2009.09.17	08:00:00	1.65080	1.65670	1.64970	1.65420	3086	0	20
2009.09.17	12:00:00	1.65430	1.65520	1.64770	1.65260	3352	0	20
2009.09.17	16:00:00	1.65250	1.65610	1.64340	1.64660	3650	0	20
2009.09.17	20:00:00	1.64650	1.64670	1.64250	1.64470	1386	0	20
2009.09.18	00:00:00	1.64460	1.64530	1.63670	1.63700	1157	0	20
2009.09.18	04:00:00	1.63690	1.63950	1.63560	1.63790	1401	0	20
2009.09.18	08:00:00	1.63780	1.63840	1.62960	1.63520	3301	0	20
2009.09.18	12:00:00	1.63530	1.63750	1.63170	1.63200	2893	0	20
2009.09.18	16:00:00	1.63190	1.63230	1.62300	1.62580	3215	0	20
2009.09.18	20:00:00	1.62590	1.62780	1.62320	1.62700	1121	0	20
2009.09.21	00:00:00	1.62160	1.62640	1.62090	1.62380	964	0	20
2009.09.21	04:00:00	1.62390	1.62440	1.61760	1.61770	1290	0	20
