<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.05.15	16:00:00	1.67775	1.68059	1.67721	1.67921	14970	0	1
2014.05.15	20:00:00	1.67921	1.67979	1.67861	1.67890	3819	0	1
2014.05.16	00:00:00	1.67887	1.67932	1.67832	1.67902	2662	0	0
2014.05.16	04:00:00	1.67903	1.67948	1.67856	1.67909	3066	0	1
2014.05.16	08:00:00	1.67912	1.68121	1.67885	1.68031	7443	0	1
2014.05.16	12:00:00	1.68029	1.68386	1.67849	1.68312	10623	0	0
2014.05.16	16:00:00	1.68313	1.68375	1.68187	1.68213	6858	0	4
2014.05.16	20:00:00	1.68212	1.68234	1.68095	1.68100	2574	0	7
2014.05.19	00:00:00	1.68227	1.68299	1.68162	1.68275	2574	0	6
2014.05.19	04:00:00	1.68276	1.68297	1.68188	1.68278	2384	0	5
2014.05.19	08:00:00	1.68279	1.68332	1.68049	1.68190	8273	0	4
2014.05.19	12:00:00	1.68190	1.68445	1.68136	1.68346	7893	0	4
2014.05.19	16:00:00	1.68339	1.68415	1.68115	1.68191	6230	0	1
2014.05.19	20:00:00	1.68192	1.68249	1.68129	1.68139	2896	0	0
2014.05.20	00:00:00	1.68138	1.68163	1.68089	1.68098	2646	0	5
2014.05.20	04:00:00	1.68096	1.68199	1.68096	1.68159	2323	0	2
2014.05.20	08:00:00	1.68158	1.68639	1.68019	1.68285	9286	0	4
2014.05.20	12:00:00	1.68283	1.68449	1.68222	1.68402	6593	0	4
2014.05.20	16:00:00	1.68400	1.68488	1.68330	1.68411	5991	0	4
2014.05.20	20:00:00	1.68410	1.68432	1.68369	1.68379	2734	0	6
2014.05.21	00:00:00	1.68378	1.68413	1.68318	1.68411	2524	0	0
2014.05.21	04:00:00	1.68410	1.68424	1.68343	1.68415	2716	0	3
2014.05.21	08:00:00	1.68416	1.69201	1.68398	1.68859	10130	0	0
2014.05.21	12:00:00	1.68859	1.69042	1.68762	1.68818	8978	0	3
2014.05.21	16:00:00	1.68820	1.68863	1.68571	1.68708	6805	0	4
2014.05.21	20:00:00	1.68707	1.69033	1.68630	1.68987	4506	0	0
2014.05.22	00:00:00	1.68988	1.68999	1.68918	1.68944	2857	0	3
2014.05.22	04:00:00	1.68944	1.68950	1.68806	1.68846	3247	0	4
2014.05.22	08:00:00	1.68842	1.69172	1.68620	1.68773	10957	0	1
2014.05.22	12:00:00	1.68769	1.68773	1.68561	1.68598	10386	0	1
2014.05.22	16:00:00	1.68598	1.68663	1.68514	1.68549	7379	0	1
2014.05.22	20:00:00	1.68550	1.68718	1.68526	1.68665	5217	0	1
2014.05.23	00:00:00	1.68670	1.68693	1.68535	1.68617	5169	0	1
2014.05.23	04:00:00	1.68616	1.68731	1.68606	1.68664	7221	0	1
2014.05.23	08:00:00	1.68664	1.68751	1.68387	1.68432	9242	0	1
2014.05.23	12:00:00	1.68432	1.68512	1.68293	1.68352	6504	0	1
2014.05.23	16:00:00	1.68352	1.68469	1.68125	1.68299	5518	0	4
2014.05.23	20:00:00	1.68299	1.68389	1.68227	1.68300	2608	0	4
2014.05.26	00:00:00	1.68337	1.68354	1.68260	1.68342	3192	0	7
2014.05.26	04:00:00	1.68342	1.68451	1.68308	1.68425	2932	0	5
2014.05.26	08:00:00	1.68423	1.68524	1.68353	1.68467	5905	0	1
2014.05.26	12:00:00	1.68466	1.68482	1.68346	1.68393	4405	0	4
2014.05.26	16:00:00	1.68391	1.68483	1.68385	1.68426	3348	0	0
2014.05.26	20:00:00	1.68430	1.68478	1.68364	1.68402	1804	0	1
2014.05.27	00:00:00	1.68402	1.68688	1.68378	1.68632	2986	0	4
2014.05.27	04:00:00	1.68632	1.68686	1.68566	1.68580	2936	0	1
2014.05.27	08:00:00	1.68581	1.68816	1.68120	1.68229	8311	0	4
2014.05.27	12:00:00	1.68229	1.68338	1.68081	1.68143	8620	0	4
2014.05.27	16:00:00	1.68143	1.68192	1.67823	1.67899	6558	0	4
2014.05.27	20:00:00	1.67898	1.68127	1.67898	1.68099	2938	0	4
2014.05.28	00:00:00	1.68098	1.68140	1.68062	1.68087	2296	0	5
2014.05.28	04:00:00	1.68087	1.68153	1.68063	1.68101	2557	0	3
2014.05.28	08:00:00	1.68099	1.68134	1.67609	1.67711	9570	0	4
2014.05.28	12:00:00	1.67708	1.67729	1.67111	1.67156	10726	0	4
2014.05.28	16:00:00	1.67156	1.67178	1.66971	1.67043	6768	0	5
2014.05.28	20:00:00	1.67042	1.67143	1.67042	1.67107	2678	0	4
2014.05.29	00:00:00	1.67107	1.67234	1.67106	1.67211	3020	0	0
2014.05.29	04:00:00	1.67211	1.67279	1.67151	1.67218	3042	0	4
2014.05.29	08:00:00	1.67218	1.67401	1.66925	1.67264	8637	0	4
2014.05.29	12:00:00	1.67263	1.67279	1.67069	1.67155	8239	0	4
2014.05.29	16:00:00	1.67153	1.67280	1.67062	1.67063	6659	0	4
2014.05.29	20:00:00	1.67062	1.67198	1.67047	1.67165	2979	0	6
2014.05.30	00:00:00	1.67165	1.67307	1.67151	1.67262	3266	0	6
2014.05.30	04:00:00	1.67263	1.67378	1.67256	1.67328	3233	0	1
2014.05.30	08:00:00	1.67325	1.67577	1.67258	1.67335	8291	0	4
2014.05.30	12:00:00	1.67335	1.67606	1.67275	1.67448	8226	0	4
2014.05.30	16:00:00	1.67444	1.67770	1.67438	1.67710	6635	0	4
2014.05.30	20:00:00	1.67707	1.67714	1.67490	1.67505	2375	0	5
2014.06.02	00:00:00	1.67599	1.67599	1.67459	1.67471	2777	0	4
2014.06.02	04:00:00	1.67472	1.67503	1.67377	1.67486	3031	0	1
2014.06.02	08:00:00	1.67486	1.67608	1.67249	1.67512	11842	0	1
2014.06.02	12:00:00	1.67512	1.67612	1.67427	1.67526	10774	0	1
2014.06.02	16:00:00	1.67532	1.67607	1.67296	1.67445	7909	0	1
2014.06.02	20:00:00	1.67444	1.67505	1.67399	1.67466	3686	0	1
2014.06.03	00:00:00	1.67461	1.67516	1.67401	1.67485	3431	0	2
2014.06.03	04:00:00	1.67482	1.67487	1.67413	1.67452	2873	0	1
2014.06.03	08:00:00	1.67452	1.67821	1.67437	1.67581	11395	0	1
2014.06.03	12:00:00	1.67581	1.67617	1.67423	1.67543	12041	0	1
2014.06.03	16:00:00	1.67539	1.67566	1.67305	1.67523	6872	0	0
2014.06.03	20:00:00	1.67524	1.67537	1.67433	1.67486	4168	0	2
2014.06.04	00:00:00	1.67484	1.67492	1.67192	1.67314	4706	0	1
2014.06.04	04:00:00	1.67314	1.67314	1.67180	1.67215	3673	0	1
2014.06.04	08:00:00	1.67217	1.67425	1.66988	1.67357	11766	0	1
2014.06.04	12:00:00	1.67357	1.67681	1.67291	1.67527	11352	0	1
2014.06.04	16:00:00	1.67523	1.67583	1.67335	1.67378	7797	0	1
2014.06.04	20:00:00	1.67379	1.67466	1.67351	1.67356	3828	0	1
2014.06.05	00:00:00	1.67353	1.67438	1.67345	1.67394	4051	0	2
2014.06.05	04:00:00	1.67393	1.67506	1.67389	1.67486	3692	0	1
2014.06.05	08:00:00	1.67487	1.67922	1.67446	1.67759	8707	0	1
2014.06.05	12:00:00	1.67767	1.67913	1.67224	1.67814	18703	0	1
2014.06.05	16:00:00	1.67814	1.68188	1.67747	1.68112	13022	0	1
2014.06.05	20:00:00	1.68110	1.68249	1.68061	1.68138	5183	0	1
2014.06.06	00:00:00	1.68138	1.68167	1.68066	1.68138	4702	0	2
2014.06.06	04:00:00	1.68138	1.68150	1.68079	1.68101	2997	0	1
2014.06.06	08:00:00	1.68096	1.68206	1.68014	1.68047	9762	0	1
2014.06.06	12:00:00	1.68049	1.68454	1.67866	1.67913	15087	0	1
2014.06.06	16:00:00	1.67913	1.68041	1.67807	1.68000	8271	0	1
2014.06.06	20:00:00	1.68006	1.68125	1.67970	1.67997	3545	0	2
2014.06.09	00:00:00	1.68083	1.68102	1.68026	1.68032	3716	0	1
2014.06.09	04:00:00	1.68032	1.68091	1.68030	1.68087	3065	0	3
2014.06.09	08:00:00	1.68085	1.68321	1.68035	1.68037	8064	0	1
2014.06.09	12:00:00	1.68032	1.68125	1.67847	1.67877	9975	0	1
2014.06.09	16:00:00	1.67875	1.68005	1.67838	1.67921	7787	0	1
2014.06.09	20:00:00	1.67922	1.68031	1.67922	1.68019	3855	0	0
2014.06.10	00:00:00	1.68014	1.68138	1.68003	1.68128	3868	0	2
2014.06.10	04:00:00	1.68132	1.68141	1.68037	1.68042	3621	0	1
2014.06.10	08:00:00	1.68042	1.68171	1.67804	1.67901	11586	0	1
2014.06.10	12:00:00	1.67897	1.67897	1.67576	1.67682	12315	0	0
2014.06.10	16:00:00	1.67681	1.67725	1.67425	1.67439	9320	0	1
2014.06.10	20:00:00	1.67438	1.67581	1.67438	1.67539	4168	0	1
2014.06.11	00:00:00	1.67537	1.67553	1.67378	1.67459	4603	0	1
2014.06.11	04:00:00	1.67458	1.67569	1.67396	1.67539	4369	0	1
2014.06.11	08:00:00	1.67539	1.67972	1.67509	1.67849	11144	0	1
2014.06.11	12:00:00	1.67850	1.67920	1.67709	1.67813	10861	0	1
2014.06.11	16:00:00	1.67813	1.68102	1.67769	1.67964	9178	0	0
2014.06.11	20:00:00	1.67966	1.67989	1.67856	1.67896	4408	0	1
2014.06.12	00:00:00	1.67895	1.67962	1.67870	1.67955	4015	0	2
2014.06.12	04:00:00	1.67954	1.68024	1.67922	1.67996	3429	0	1
2014.06.12	08:00:00	1.67995	1.68391	1.67970	1.68216	11552	0	1
2014.06.12	12:00:00	1.68216	1.68412	1.68114	1.68277	9850	0	4
2014.06.12	16:00:00	1.68278	1.68589	1.68019	1.68288	10362	0	6
2014.06.12	20:00:00	1.68287	1.69352	1.68278	1.69251	7532	0	2
2014.06.13	00:00:00	1.69247	1.69580	1.69215	1.69449	4834	0	3
2014.06.13	04:00:00	1.69450	1.69716	1.69395	1.69635	4678	0	8
2014.06.13	08:00:00	1.69633	1.69913	1.69583	1.69630	10937	0	9
2014.06.13	12:00:00	1.69630	1.69781	1.69471	1.69543	11495	0	9
2014.06.13	16:00:00	1.69542	1.69741	1.69427	1.69682	9097	0	10
2014.06.13	20:00:00	1.69683	1.69726	1.69563	1.69634	3290	0	2
2014.06.16	00:00:00	1.69752	1.69855	1.69721	1.69785	4153	0	1
2014.06.16	04:00:00	1.69784	1.70063	1.69777	1.70025	4072	0	2
2014.06.16	08:00:00	1.70027	1.70106	1.69621	1.69724	10891	0	1
2014.06.16	12:00:00	1.69723	1.69938	1.69592	1.69938	8989	0	1
2014.06.16	16:00:00	1.69936	1.69936	1.69751	1.69781	7501	0	1
2014.06.16	20:00:00	1.69780	1.69832	1.69732	1.69799	3426	0	2
2014.06.17	00:00:00	1.69798	1.69833	1.69600	1.69623	4801	0	2
2014.06.17	04:00:00	1.69624	1.69741	1.69585	1.69716	3970	0	1
2014.06.17	08:00:00	1.69716	1.69865	1.69376	1.69740	11774	0	1
2014.06.17	12:00:00	1.69741	1.69890	1.69484	1.69613	12051	0	1
2014.06.17	16:00:00	1.69612	1.69690	1.69534	1.69579	8112	0	1
2014.06.17	20:00:00	1.69579	1.69642	1.69523	1.69615	3801	0	1
2014.06.18	00:00:00	1.69612	1.69669	1.69559	1.69644	3724	0	3
2014.06.18	04:00:00	1.69646	1.69661	1.69573	1.69614	2893	0	3
2014.06.18	08:00:00	1.69614	1.70021	1.69321	1.69398	12316	0	1
2014.06.18	12:00:00	1.69398	1.69546	1.69321	1.69519	10323	0	1
2014.06.18	16:00:00	1.69519	1.69553	1.69348	1.69453	8404	0	1
2014.06.18	20:00:00	1.69449	1.70004	1.69195	1.69914	11991	0	1
2014.06.19	00:00:00	1.69913	1.70042	1.69872	1.69918	4495	0	1
2014.06.19	04:00:00	1.69918	1.69976	1.69843	1.69917	3862	0	1
2014.06.19	08:00:00	1.69917	1.70282	1.69905	1.70193	13041	0	1
2014.06.19	12:00:00	1.70194	1.70462	1.70133	1.70371	11336	0	1
2014.06.19	16:00:00	1.70370	1.70626	1.70325	1.70392	10676	0	1
2014.06.19	20:00:00	1.70391	1.70444	1.70346	1.70390	4459	0	1
2014.06.20	00:00:00	1.70395	1.70470	1.70330	1.70463	3963	0	2
2014.06.20	04:00:00	1.70462	1.70545	1.70452	1.70532	3005	0	2
2014.06.20	08:00:00	1.70529	1.70602	1.70432	1.70516	9451	0	1
2014.06.20	12:00:00	1.70512	1.70563	1.70188	1.70223	11942	0	1
2014.06.20	16:00:00	1.70222	1.70240	1.70027	1.70073	8886	0	1
2014.06.20	20:00:00	1.70072	1.70177	1.70053	1.70138	3911	0	3
2014.06.23	00:00:00	1.70210	1.70277	1.70099	1.70250	3975	0	1
2014.06.23	04:00:00	1.70249	1.70449	1.70226	1.70385	4852	0	1
2014.06.23	08:00:00	1.70384	1.70491	1.70138	1.70167	9361	0	1
2014.06.23	12:00:00	1.70165	1.70253	1.70014	1.70093	9581	0	1
2014.06.23	16:00:00	1.70100	1.70224	1.70018	1.70221	7521	0	1
2014.06.23	20:00:00	1.70222	1.70294	1.70197	1.70266	3613	0	0
2014.06.24	00:00:00	1.70264	1.70307	1.70185	1.70229	4010	0	1
2014.06.24	04:00:00	1.70229	1.70279	1.70172	1.70202	3362	0	1
2014.06.24	08:00:00	1.70200	1.70317	1.69735	1.70003	12963	0	1
2014.06.24	12:00:00	1.70004	1.70058	1.69839	1.69860	9815	0	1
2014.06.24	16:00:00	1.69858	1.69927	1.69656	1.69822	8275	0	1
2014.06.24	20:00:00	1.69822	1.69889	1.69780	1.69834	4025	0	1
2014.06.25	00:00:00	1.69836	1.69862	1.69721	1.69777	2892	0	2
2014.06.25	04:00:00	1.69776	1.69784	1.69610	1.69633	3375	0	1
2014.06.25	08:00:00	1.69632	1.69825	1.69521	1.69702	9376	0	1
2014.06.25	12:00:00	1.69696	1.70041	1.69629	1.69928	11104	0	1
2014.06.25	16:00:00	1.69929	1.70011	1.69721	1.69727	8402	0	1
2014.06.25	20:00:00	1.69725	1.69839	1.69716	1.69812	3153	0	1
2014.06.26	00:00:00	1.69815	1.69911	1.69801	1.69910	3599	0	2
2014.06.26	04:00:00	1.69910	1.69921	1.69827	1.69911	3083	0	1
2014.06.26	08:00:00	1.69910	1.70351	1.69708	1.70296	11677	0	1
2014.06.26	12:00:00	1.70296	1.70398	1.69968	1.70090	11790	0	0
2014.06.26	16:00:00	1.70090	1.70267	1.70034	1.70258	7800	0	1
2014.06.26	20:00:00	1.70259	1.70317	1.70212	1.70249	3085	0	1
2014.06.27	00:00:00	1.70249	1.70360	1.70202	1.70314	3432	0	3
2014.06.27	04:00:00	1.70321	1.70512	1.70308	1.70360	3600	0	1
2014.06.27	08:00:00	1.70360	1.70401	1.70151	1.70215	8275	0	1
2014.06.27	12:00:00	1.70215	1.70320	1.70096	1.70111	8092	0	1
2014.06.27	16:00:00	1.70111	1.70218	1.70065	1.70186	7151	0	1
2014.06.27	20:00:00	1.70185	1.70446	1.70172	1.70312	3305	0	1
2014.06.30	00:00:00	1.70341	1.70389	1.70283	1.70313	3061	0	1
2014.06.30	04:00:00	1.70312	1.70315	1.70234	1.70295	2266	0	4
2014.06.30	08:00:00	1.70292	1.70412	1.70127	1.70168	8951	0	1
2014.06.30	12:00:00	1.70169	1.70561	1.70085	1.70522	10000	0	1
2014.06.30	16:00:00	1.70517	1.71133	1.70492	1.71031	6510	0	22
2014.06.30	20:00:00	1.71028	1.71136	1.71009	1.71085	2794	0	25
2014.07.01	00:00:00	1.71086	1.71107	1.71013	1.71086	2500	0	20
2014.07.01	04:00:00	1.71087	1.71103	1.70995	1.71014	2787	0	25
2014.07.01	08:00:00	1.71023	1.71461	1.70946	1.71395	6047	0	25
2014.07.01	12:00:00	1.71400	1.71541	1.71264	1.71462	5431	0	24
2014.07.01	16:00:00	1.71463	1.71648	1.71325	1.71549	5346	0	20
2014.07.01	20:00:00	1.71549	1.71586	1.71465	1.71478	2801	0	24
2014.07.02	00:00:00	1.71477	1.71492	1.71389	1.71438	2425	0	25
2014.07.02	04:00:00	1.71442	1.71500	1.71410	1.71460	2527	0	22
2014.07.02	08:00:00	1.71461	1.71750	1.71442	1.71582	5641	0	25
2014.07.02	12:00:00	1.71583	1.71682	1.71391	1.71542	5932	0	23
2014.07.02	16:00:00	1.71536	1.71713	1.71507	1.71566	5391	0	23
2014.07.02	20:00:00	1.71568	1.71654	1.71567	1.71626	2575	0	24
2014.07.03	00:00:00	1.71627	1.71637	1.71488	1.71598	2957	0	24
2014.07.03	04:00:00	1.71597	1.71603	1.71496	1.71497	2177	0	23
2014.07.03	08:00:00	1.71496	1.71599	1.71329	1.71479	5801	0	25
2014.07.03	12:00:00	1.71479	1.71569	1.71057	1.71462	9187	0	2
2014.07.03	16:00:00	1.71461	1.71558	1.71388	1.71498	5972	0	4
2014.07.03	20:00:00	1.71499	1.71555	1.71478	1.71514	2222	0	5
2014.07.04	00:00:00	1.71515	1.71646	1.71491	1.71625	2602	0	6
2014.07.04	04:00:00	1.71626	1.71789	1.71619	1.71745	3057	0	5
2014.07.04	08:00:00	1.71748	1.71749	1.71371	1.71373	4669	0	4
2014.07.04	12:00:00	1.71372	1.71530	1.71310	1.71508	4479	0	5
2014.07.04	16:00:00	1.71509	1.71672	1.71445	1.71584	4167	0	4
2014.07.04	20:00:00	1.71586	1.71613	1.71520	1.71595	2643	0	6
2014.07.07	00:00:00	1.71625	1.71630	1.71355	1.71417	2685	0	6
2014.07.07	04:00:00	1.71418	1.71464	1.71359	1.71441	2422	0	5
2014.07.07	08:00:00	1.71442	1.71560	1.71363	1.71393	5067	0	4
2014.07.07	12:00:00	1.71396	1.71408	1.71080	1.71206	5523	0	4
2014.07.07	16:00:00	1.71211	1.71391	1.71177	1.71327	4280	0	4
2014.07.07	20:00:00	1.71325	1.71333	1.71255	1.71308	2598	0	5
2014.07.08	00:00:00	1.71312	1.71468	1.71275	1.71415	2678	0	6
2014.07.08	04:00:00	1.71416	1.71419	1.71249	1.71288	2021	0	6
2014.07.08	08:00:00	1.71278	1.71448	1.70849	1.71042	6326	0	5
2014.07.08	12:00:00	1.71049	1.71269	1.71021	1.71219	5153	0	4
2014.07.08	16:00:00	1.71220	1.71341	1.71138	1.71284	4677	0	4
2014.07.08	20:00:00	1.71283	1.71338	1.71275	1.71295	2672	0	6
2014.07.09	00:00:00	1.71293	1.71410	1.71283	1.71299	2862	0	6
2014.07.09	04:00:00	1.71299	1.71380	1.71255	1.71354	2916	0	6
2014.07.09	08:00:00	1.71350	1.71461	1.71045	1.71071	5524	0	4
2014.07.09	12:00:00	1.71072	1.71215	1.70937	1.71204	5379	0	1
2014.07.09	16:00:00	1.71206	1.71439	1.71127	1.71173	5019	0	4
2014.07.09	20:00:00	1.71168	1.71600	1.71070	1.71556	4902	0	5
2014.07.10	00:00:00	1.71554	1.71669	1.71520	1.71611	2976	0	4
2014.07.10	04:00:00	1.71610	1.71610	1.71502	1.71555	2404	0	4
2014.07.10	08:00:00	1.71566	1.71600	1.71102	1.71205	6467	0	4
2014.07.10	12:00:00	1.71211	1.71280	1.71046	1.71235	7118	0	4
2014.07.10	16:00:00	1.71234	1.71325	1.71107	1.71310	5194	0	6
2014.07.10	20:00:00	1.71311	1.71421	1.71296	1.71311	2846	0	4
2014.07.11	00:00:00	1.71312	1.71331	1.71205	1.71254	2563	0	6
2014.07.11	04:00:00	1.71255	1.71346	1.71237	1.71317	2450	0	6
2014.07.11	08:00:00	1.71325	1.71502	1.71200	1.71373	5747	0	4
2014.07.11	12:00:00	1.71378	1.71425	1.71069	1.71168	18913	0	1
2014.07.11	16:00:00	1.71167	1.71183	1.70992	1.71124	19058	0	1
2014.07.11	20:00:00	1.71124	1.71322	1.70885	1.71098	5708	0	1
2014.07.14	00:00:00	1.71206	1.71234	1.71137	1.71173	8078	0	1
2014.07.14	04:00:00	1.71173	1.71240	1.71117	1.71150	5198	0	1
2014.07.14	08:00:00	1.71151	1.71441	1.71063	1.71116	23219	0	1
2014.07.14	12:00:00	1.71116	1.71205	1.70698	1.70779	23561	0	1
2014.07.14	16:00:00	1.70779	1.70899	1.70705	1.70735	16854	0	1
2014.07.14	20:00:00	1.70735	1.70851	1.70723	1.70847	7468	0	1
2014.07.15	00:00:00	1.70845	1.70908	1.70799	1.70857	6386	0	1
2014.07.15	04:00:00	1.70857	1.70859	1.70769	1.70821	5671	0	1
2014.07.15	08:00:00	1.70823	1.71462	1.70593	1.71357	32891	0	1
2014.07.15	12:00:00	1.71358	1.71737	1.71350	1.71681	27157	0	1
2014.07.15	16:00:00	1.71681	1.71898	1.71374	1.71480	9388	0	1
2014.07.15	20:00:00	1.71473	1.71476	1.71411	1.71420	4470	0	1
2014.07.16	00:00:00	1.71419	1.71457	1.71362	1.71375	3924	0	1
2014.07.16	04:00:00	1.71376	1.71408	1.71302	1.71336	3512	0	1
2014.07.16	08:00:00	1.71336	1.71511	1.71132	1.71297	9208	0	1
2014.07.16	12:00:00	1.71295	1.71463	1.71202	1.71410	7856	0	2
2014.07.16	16:00:00	1.71409	1.71454	1.71248	1.71326	7176	0	2
2014.07.16	20:00:00	1.71327	1.71385	1.71290	1.71375	3961	0	2
2014.07.17	00:00:00	1.71373	1.71401	1.71341	1.71371	4539	0	3
2014.07.17	04:00:00	1.71371	1.71433	1.71365	1.71380	4493	0	2
2014.07.17	08:00:00	1.71380	1.71412	1.71075	1.71125	7921	0	2
2014.07.17	12:00:00	1.71130	1.71143	1.70944	1.71039	6840	0	2
2014.07.17	16:00:00	1.71019	1.71149	1.70853	1.71063	7567	0	2
2014.07.17	20:00:00	1.71066	1.71148	1.70950	1.71007	4764	0	2
2014.07.18	00:00:00	1.71004	1.71017	1.70831	1.70961	5964	0	2
2014.07.18	04:00:00	1.70960	1.71064	1.70905	1.71041	3872	0	2
2014.07.18	08:00:00	1.71042	1.71175	1.70921	1.70922	7253	0	1
2014.07.18	12:00:00	1.70921	1.71002	1.70360	1.70561	9501	0	2
2014.07.18	16:00:00	1.70563	1.70885	1.70521	1.70849	6899	0	1
2014.07.18	20:00:00	1.70849	1.70942	1.70742	1.70760	3472	0	2
2014.07.21	00:00:00	1.70810	1.70915	1.70790	1.70883	4529	0	10
2014.07.21	04:00:00	1.70884	1.70989	1.70872	1.70924	4741	0	4
2014.07.21	08:00:00	1.70924	1.70963	1.70690	1.70877	9581	0	4
2014.07.21	12:00:00	1.70872	1.70929	1.70582	1.70583	8901	0	3
2014.07.21	16:00:00	1.70584	1.70687	1.70552	1.70667	6948	0	4
2014.07.21	20:00:00	1.70667	1.70782	1.70663	1.70722	3742	0	2
2014.07.22	00:00:00	1.70722	1.70794	1.70675	1.70779	4039	0	7
2014.07.22	04:00:00	1.70779	1.70821	1.70737	1.70788	5262	0	5
2014.07.22	08:00:00	1.70786	1.70825	1.70587	1.70693	11161	0	1
2014.07.22	12:00:00	1.70695	1.70787	1.70485	1.70647	14629	0	2
2014.07.22	16:00:00	1.70647	1.70649	1.70412	1.70610	11239	0	2
2014.07.22	20:00:00	1.70610	1.70671	1.70564	1.70643	5119	0	3
2014.07.23	00:00:00	1.70641	1.70688	1.70584	1.70685	5662	0	3
2014.07.23	04:00:00	1.70686	1.70748	1.70652	1.70685	5775	0	3
2014.07.23	08:00:00	1.70684	1.70949	1.70302	1.70453	19849	0	1
2014.07.23	12:00:00	1.70453	1.70501	1.70237	1.70425	15360	0	2
2014.07.23	16:00:00	1.70426	1.70505	1.70313	1.70347	10264	0	2
2014.07.23	20:00:00	1.70346	1.70447	1.70279	1.70391	6226	0	3
2014.07.24	00:00:00	1.70384	1.70399	1.70317	1.70380	5862	0	3
2014.07.24	04:00:00	1.70382	1.70382	1.70306	1.70309	4651	0	3
2014.07.24	08:00:00	1.70309	1.70531	1.70084	1.70139	18394	0	1
2014.07.24	12:00:00	1.70139	1.70231	1.69689	1.69694	15791	0	2
2014.07.24	16:00:00	1.69697	1.69893	1.69659	1.69874	10981	0	2
2014.07.24	20:00:00	1.69875	1.69890	1.69819	1.69868	4717	0	3
2014.07.25	00:00:00	1.69856	1.69922	1.69844	1.69876	5173	0	3
2014.07.25	04:00:00	1.69877	1.69940	1.69855	1.69899	4842	0	3
2014.07.25	08:00:00	1.69899	1.69977	1.69607	1.69639	15124	0	2
2014.07.25	12:00:00	1.69638	1.69957	1.69636	1.69947	14623	0	1
2014.07.25	16:00:00	1.69946	1.69947	1.69650	1.69757	12741	0	2
2014.07.25	20:00:00	1.69757	1.69795	1.69707	1.69734	5516	0	3
2014.07.28	00:00:00	1.69762	1.69827	1.69736	1.69773	6257	0	3
2014.07.28	04:00:00	1.69773	1.69806	1.69746	1.69797	4462	0	4
2014.07.28	08:00:00	1.69797	1.69897	1.69721	1.69859	12028	0	3
2014.07.28	12:00:00	1.69858	1.70006	1.69754	1.69910	12059	0	2
2014.07.28	16:00:00	1.69914	1.70007	1.69837	1.69874	10825	0	2
2014.07.28	20:00:00	1.69873	1.69881	1.69788	1.69827	6470	0	1
2014.07.29	00:00:00	1.69821	1.69880	1.69794	1.69844	6174	0	3
2014.07.29	04:00:00	1.69844	1.69846	1.69669	1.69729	5981	0	3
2014.07.29	08:00:00	1.69730	1.69945	1.69645	1.69703	14497	0	3
2014.07.29	12:00:00	1.69704	1.69706	1.69330	1.69407	17923	0	2
2014.07.29	16:00:00	1.69406	1.69486	1.69333	1.69439	12578	0	2
2014.07.29	20:00:00	1.69440	1.69472	1.69367	1.69434	8197	0	3
2014.07.30	00:00:00	1.69429	1.69548	1.69417	1.69524	7114	0	3
2014.07.30	04:00:00	1.69526	1.69526	1.69389	1.69434	5881	0	3
2014.07.30	08:00:00	1.69435	1.69459	1.69275	1.69351	12902	0	3
2014.07.30	12:00:00	1.69351	1.69410	1.68944	1.69029	14123	0	2
2014.07.30	16:00:00	1.69028	1.69107	1.68888	1.68890	10886	0	2
2014.07.30	20:00:00	1.68890	1.69281	1.68890	1.69107	9837	0	3
2014.07.31	00:00:00	1.69109	1.69181	1.69039	1.69168	6162	0	6
2014.07.31	04:00:00	1.69165	1.69264	1.69153	1.69231	5087	0	4
2014.07.31	08:00:00	1.69231	1.69234	1.68695	1.68779	10740	0	2
2014.07.31	12:00:00	1.68780	1.68866	1.68562	1.68758	10303	0	3
2014.07.31	16:00:00	1.68756	1.68929	1.68750	1.68851	8835	0	1
2014.07.31	20:00:00	1.68849	1.68897	1.68729	1.68831	5642	0	3
2014.08.01	00:00:00	1.68830	1.68923	1.68754	1.68810	7277	0	5
2014.08.01	04:00:00	1.68813	1.68815	1.68669	1.68757	5011	0	3
2014.08.01	08:00:00	1.68762	1.68876	1.68260	1.68286	11079	0	1
2014.08.01	12:00:00	1.68282	1.68610	1.68027	1.68326	14049	0	1
2014.08.01	16:00:00	1.68326	1.68585	1.68258	1.68331	11332	0	2
2014.08.01	20:00:00	1.68331	1.68375	1.68038	1.68215	4645	0	3
2014.08.04	00:00:00	1.68237	1.68326	1.68165	1.68247	6394	0	6
2014.08.04	04:00:00	1.68246	1.68274	1.68198	1.68240	4429	0	6
2014.08.04	08:00:00	1.68245	1.68347	1.68182	1.68203	11950	0	6
2014.08.04	12:00:00	1.68203	1.68433	1.68135	1.68401	12070	0	6
2014.08.04	16:00:00	1.68402	1.68521	1.68360	1.68498	7850	0	6
2014.08.04	20:00:00	1.68498	1.68643	1.68494	1.68592	5329	0	6
2014.08.05	00:00:00	1.68592	1.68699	1.68586	1.68629	5846	0	6
2014.08.05	04:00:00	1.68629	1.68728	1.68621	1.68698	4802	0	6
2014.08.05	08:00:00	1.68696	1.68883	1.68447	1.68722	14891	0	6
2014.08.05	12:00:00	1.68722	1.68754	1.68559	1.68615	10284	0	6
